,cluster_id,x,y,z,sentence
485,0,6.8474655,-7.495354,9.428361,"(<a href=""http://www.j-archive.com/media/2007-05-30_J_27.jpg"" target=""_blank"">Hi, I'm Harry Shearer.</a>) Among my many ""Simpsons"" voices are the subservient Smithers & this man who lives next door to Homer--Howdy, neighbor"
486,3,-6.011252,-1.1323235,-6.380135,Any mountain's summit
487,0,6.8474655,-7.495354,9.428361,"(<a href=""http://www.j-archive.com/media/2007-05-30_J_16.jpg"" target=""_blank"">Alex reports from the Mark Twain House.</a>) Mark Twain said that this anti-slavery <a href=""http://www.j-archive.com/media/2007-05-30_J_16a.jpg"" target=""_blank"">novelist</a>, his next-door neighbor, liked to sneak up behind people and ""fetch a war-whoop that would jump that person out of his clothes"""
488,5,-0.34526888,-6.2815757,5.8900137,"""From"" this to this is an idiom meaning from the start of a meal (or something else) to the end"
489,9,-2.852897,-0.38061392,-10.689613,"It pumps more than one million barrels of oil a day, more than any other state"
490,17,0.6414126,6.2056785,-1.77759,"""Day to Day"" & ""All Things Considered"" are among the programs going out to its 26 million listeners"
491,12,2.341043,9.027394,3.2188342,The voice of Daffy Duck (for the first 50 years)
492,3,-8.20334,2.5663176,2.5710254,A braced framework for carrying a railroad over a chasm
493,12,1.2216971,6.1538863,3.6442094,"Under the name Laura Bancroft, he wrote about Twinkle & Chubbins in Nature Fairyland after taking us to Oz"
494,0,4.199619,-5.5364733,10.970255,"These titles of the <a href=""http://www.j-archive.com/media/2007-05-30_J_17.jpg"" target=""_blank"">2 paintings</a> <a href=""http://www.j-archive.com/media/2007-05-30_J_17a.jpg"" target=""_blank"">seen here</a> represent the beginning & end of Jesus' life"
495,9,-1.5023053,0.8639631,-10.65437,"Considered the healthiest state in 2006, it's also home to the Mayo Clinic"
496,4,0.6946592,0.43993008,-9.735222,"Its headquarters compound in Langley, Virginia is named for Former President George Bush"
497,12,2.2251112,9.296977,2.442444,"He voiced Puss In Boots in ""Shrek 2"""
498,3,7.6609364,6.0060344,0.52209586,Quickly! (to an Italian)
499,2,3.86061,-1.2658229,0.29303327,"William Rose Benet won a Pulitzer for ""The Dust Which Is God"", & this brother won for ""John Brown's Body"""
500,0,6.8474655,-7.495354,9.428361,"(<a href=""http://www.j-archive.com/media/2007-05-30_J_20.jpg"" target=""_blank"">Cheryl of the Clue Crew indicates the monitor.</a>) A porkchop plot, named for its shape, is used for planning space missions; the vertical & horizontal <a href=""http://www.j-archive.com/media/2007-05-30_J_20a.jpg"" target=""_blank"">axes</a> plot possible dates for these 2 flight events"
501,9,-0.78979677,-0.34808198,-10.252988,Its Boeing manufacturing plant in Everett is the world's largest building by volume
502,3,-8.708864,3.4565508,3.522863,"A TV cable network, or an explosive for bombs"
503,12,2.2152455,9.340342,2.4372902,He provided the voices of both Beavis & Butthead
504,15,5.858434,0.47593057,7.88978,"The son of Agamemnon, he avenged his father's death by killing his mother Clytemnestra"
505,18,10.972978,1.3467809,3.0336654,In 1718 this Texas town was founded by Martin de Alarcon & Father Olivares & named for St. Anthony of Padua
506,8,-0.5919478,9.465387,-5.8634605,"1980: ""Regular Folks"""
507,17,-1.7623644,-5.410364,-9.829353,In 1986 Mexico scored as the first country to host this international sports competition twice
508,3,-3.4911356,0.3011976,3.3211951,"Going on a cruise? You might pick up this Pfizer product, the ""original"" or ""less drowsy"" formula"
509,11,-3.82259,-5.34373,-1.6336334,The bestselling passenger car of all time is this company's Corolla
510,3,-7.377458,1.8288523,2.9450452,A Hawaiian wreath becomes an area sheltered from wind
511,18,6.6706815,-2.0934918,-0.47483468,"In defending British soldiers on trial for this 1770 event, John Adams said, ""Facts are stubborn things"""
512,8,-1.1597531,9.517923,-6.126701,"1932: ""Magnificent Inn"""
513,16,-2.970468,1.3783252,-8.2661495,This resort city about 200 miles southwest of Mexico City is famous for its cliff divers
514,3,-7.1896834,-1.0957247,4.006302,"Antabuse is designed to make you feel really, really bad after ingesting this"
515,16,0.59471524,-3.545465,3.6331005,"The transport for a 19th century double date might have been a barouche, one of these"
516,7,-7.935379,-1.3180611,1.1096069,"A ""landing"" area is transformed into a serious throat infection"
517,18,9.532363,-0.7033434,2.9504638,"In 1685 he joined his father in pastorship of the Old North Church, a post he held until his death"
518,8,-0.41137975,9.315409,-5.8597145,"1976: ""A Single Colorado Mountain"""
519,9,-2.902054,-1.7557014,-8.145201,"Founded in the 1530s, this capital of Jalisco state is the second-largest in Mexico"
520,7,-8.808692,-0.9138127,-2.7702405,Estramustine is a chemotherapy agent for this glandular cancer in men
521,3,-3.441839,2.0871315,2.5087187,"Cabbies in this Eur. city spend 2 years gaining ""the knowledge"", mental maps needed to get a license"
522,8,1.8646687,10.630897,-4.1285405,"""Gentle"" becomes ""to blend"""
523,18,10.718954,-0.4640797,0.78985685,"In 1562, in what is now S.C., these French Protestants established a colony named Port Royal"
524,8,-0.9444266,9.572563,-5.9961886,"1954: ""Dockside"""
525,12,4.3644686,3.3705297,1.7387305,This gritty 1961 Tennessee Williams play unfolds in a seedy Mexican hotel
526,7,-7.8672414,-1.5927591,3.8889496,Pravastatin aims to block your body's ability to make this
527,2,4.5490484,-1.7641585,1.8997145,"In ""Sixteen Candles"", Molly Ringwald says, ""I loathe"" this method of transport"
528,5,-0.9172027,-6.8580375,6.7705345,"One means ""severely tested""; the other, ""trapped on a branch"""
529,2,7.888621,-2.644461,1.0116742,"In ""Of Plymouth Plantation"", he wrote that there was so much disease ""the living were scarce able to bury the dead"""
530,8,-0.3216766,10.001026,-6.5513387,"1966: ""One Bloke Year-Round"""
531,9,-2.7057235,2.165856,-8.718858,This popular resort island lies north of Cozumel off the coast of the state of Quintana Roo
532,11,-4.1339445,-3.8981571,-1.9597613,This tranquilizer that sounds like a village was introduced in 1955 & became the USA's bestselling drug
533,16,1.185391,-2.8693798,8.44844,Since 1899 these stalwart animals used in transport have served as the mascots of the Army Corps of Cadets
534,8,1.879919,10.806364,-4.276369,"""To replenish"" becomes ""to knock down"""
535,12,2.3800957,1.4614111,2.409078,"Richard Attenborough, who was in the original 1952 cast of this play, helped celebrate its performance No. 20,000 in 2000"
536,19,4.804014,-1.9446511,-10.099501,Can you hear me?  This rock opera by The Who was a big hit at the Kennedy Center in 1994
537,16,-1.4412875,-4.395407,-6.9041595,George Custer's men are buried in a cemetery in the national monument named for this river
538,3,-5.99729,-2.933122,2.8256853,"Trainers shout, ""Tail Up!"" when they want these performers to follow each other trunk to tail"
539,5,-2.0760803,5.5468607,4.150216,"Radio abbreviation that precedes the name of rap figures Quik, Pooh & Jazzy Jeff"
540,17,3.7647152,3.4656417,-3.2179449,"On March 2, 1977 he made his first ""Tonight Show"" appearance; on May 25, 1992 he took over as host"
541,3,-3.9011683,9.20556,-0.72975785,"Door, Nobel, booby"
542,12,1.4070575,2.0813305,2.5712411,"In 1995 Luigi Bonino starred in a ballet about this ""Little Tramp"" of silent films"
543,16,-2.8132102,1.9350556,-6.2607226,Scotts Bluff National Monument lies in western Nebraska on this pioneer trail
544,3,-5.218007,4.40053,3.5034637,"It's the familiar term for a circus' largest tent, where the main show appears"
545,1,2.5322263,5.18852,-2.4508493,"Robin Quivers is the radio consort of this self-proclaimed  ""King of All Media"""
546,0,7.3731017,-6.2958374,9.194044,"(<a href=""http://www.j-archive.com/media/1997-11-10_J_17.jpg"" target=""_blank"">Hi, I'm Bob Eubanks.</a>)  Tea Leoni ran into this ""X-Files"" star at the Golden Globes & soon they were newlyweds"
547,3,-9.100085,3.9052818,3.249514,"Inner tubes, doughnuts, the ozone layer"
548,16,4.82455,-2.235237,-10.010905,This president's 1972 visit to China inspired an opera that played at the Kennedy Center in 1988
549,18,-1.1303496,-4.2415295,-6.879031,Seminole Indian leader Osceola is buried at this fort where the Civil War began
550,7,-8.720484,5.123833,-3.741102,Pink is the most popular color of this fluffy confection made from spun sugar
551,5,-3.8038456,-6.3552613,8.083099,"Call letters east of the Mississippi generally start with W; in the west, most start with this"
552,19,-0.5545109,7.4955125,-4.733179,"People Magazine called his 1997 solo album ""Destination Anywhere"", ""Tres Bon"""
553,12,1.659455,8.077496,-0.86735946,"Peeling onions, watching Mel Gibson's film ""Forever Young"", missing Final Jeopardy!"
554,16,5.2025447,-2.0831246,-10.390584,"Every December, the Kennedy Center invites the public to a free sing-along of this composer's ""Messiah"""
555,16,-3.9801064,3.091518,-6.521987,This Wyoming monument contains an 865-foot-high fluted column of igneous rock
556,1,-1.9203429,3.4297101,0.1507857,"Antoinette Concello's triple somersault helped make her the ""Queen of"" this ""flying"" apparatus"
557,17,2.9754577,4.8830175,-2.2890341,"Detroit-born broadcaster who created ""American Top 40"" & now has his own weekly ""Countdown"""
558,1,0.73623407,0.32888952,-1.5894808,"In a 1997 issue of ""George"", he said his cousins Michael & Joseph were ""poster boys for bad behavior"""
559,3,-5.1911426,8.790753,-0.18115045,"Bobby, bowling,  rolling"
560,16,-4.059933,-0.7587988,-4.662508,A 1994 festival honoring this country featured the Tjapukai Aboriginal Dance Company
561,18,-2.8288722,-1.8085835,-7.8340125,Castillo de San Marcos in this Florida city is the oldest masonry fort in the continental U.S.
562,1,-4.6635084,-0.66052884,-1.9584708,This steam whistle organ draws crowds to circus parades because it can be heard from miles away: [audio clue]
563,19,3.2435858,7.255765,-6.5373945,"The AAA format, featuring artists like the Cranberries & Tom Petty, stands for adult album this"
564,19,-0.28264767,7.5476503,-5.306622,"Her 1988 major label debut album was ""Y Kant Tori Read"""
565,3,-5.1287184,8.833275,-0.3129819,"Hollywood, salad, Super"
566,2,2.4751165,-0.85089195,4.771301,The one word quothed by Edgar Allan Poe's raven
567,3,-2.982833,1.5044268,7.1528215,You can't make a genuine tempera painting without breaking these
568,18,9.954078,-1.6507462,-2.0266614,"On Sept. 5, 1781, 24 of this country's ships engaged British ships in Cheaspeake Bay & turned them back"
569,1,0.64760333,-0.8193845,-3.367505,"Chuck Taylor, from whom Converse named a line of these shoes, was a basketball star of the 1910s"
570,3,-4.865079,2.765293,5.9214396,It's the go-ahead in a kid's game & for a car at an intersection
571,0,6.9983587,-4.5734353,11.202673,"<a href=""http://www.j-archive.com/media/1997-11-10_DJ_20.jpg"" target=""_blank"">[video clue]</a>"
572,2,6.5134845,-5.794394,-0.8180898,"It follows ""Poems are made by fools like me..."""
573,5,-1.2357876,-5.3353133,5.84995,"Surrealists used odd juxtapositions in this form whose name is French for ""gluing"""
574,18,8.857819,-0.11394055,-1.5984799,"During the war, this first signer of the Declaration of Independence commanded the Mass. Militia"
575,6,2.9948153,1.3109562,-6.642994,The L.A. Dodgers & the U. of Louisville basketball team pioneered this gesture in the late '70s
576,3,-1.2036266,5.608653,-0.22075011,"A baker who never uses packaged mixes always ""starts from"" here"
577,0,6.9983587,-4.5734353,11.202673,"<a href=""http://www.j-archive.com/media/1997-11-10_DJ_27.jpg"" target=""_blank"">[video clue]</a>"
578,2,6.12103,-1.4405352,2.4432764,"In preparing to write this poem, Longfellow used ""An historical and statistical account of Nova Scotia"""
579,11,1.3599585,1.6750035,9.872886,"Edward Steichen led the movement to recognize as art these images, whose name means ""drawn with light"""
580,18,6.98976,-2.5026264,-0.26887417,"In it, Thomas Paine wrote, ""The cause of America is in a great measure the cause of all mankind"""
581,3,-5.941769,0.054853335,-6.474215,"Coastal waters beyond national jurisdiction, or the tops of some sopranos' ranges"
582,3,-6.5893607,2.8716373,5.7772093,"It's a ship at home in the Arctic, or a remark that starts a conversation"
583,0,6.9983587,-4.5734353,11.202673,"<a href=""http://www.j-archive.com/media/1997-11-10_DJ_28.jpg"" target=""_blank"">[video clue]</a>"
584,2,6.1064267,-1.9606601,2.4067204,"In a poem titled for the date when Germany invaded Poland, W.H. Auden called this ""A low dishonest decade"""
585,2,3.6436265,-3.1804073,10.905895,"17th century Flemish master known for painting women like the one seen <a href=""http://www.j-archive.com/media/1997-11-10_DJ_13.jpg"" target=""_blank"">here</a>:"
586,18,11.711421,-1.0107214,-0.011653951,The Battle of Long Island was fought in what is now this New York City borough
587,17,-2.76516,-6.238821,8.037211,The HD in the new digital format HDTV stands for this
588,3,-7.452911,3.6168869,5.5507593,It begins a football game or a special event like a political campaign
589,2,5.200435,-2.24389,3.9773364,Observing pilgrims traveling to the shrine of Thomas Becket inspired him to write his greatest work
590,11,1.9627595,2.4891388,10.331028,"In 1920 this impressionist, known for his water lilies, painted another plant, ""Wisteria"""
591,18,9.72987,-1.7820073,-2.4932072,"The British ferried 2,200 troops across this river to battle the Americans at Bunker Hill"
592,2,10.124273,-3.8140545,4.6772485,"Acolytes, a subdeacon & a choir take part in this Catholic service"
593,3,-5.895906,0.6522802,5.6308827,"In a business project, it's the level investors try to ""get in on"""
594,2,5.7256794,-7.731046,1.6508276,"Word completing the line ""Nor shall any person be subject for the same offense to be twice put in"" this"
595,12,4.1506653,1.5316364,0.056929454,"This author's techno-thriller ""Rainbow Six"" focuses on John Clark, also a hero in ""Clear & Present Danger"""
596,18,9.814591,-0.43665636,0.6396264,Ben Franklin went to London in 1757 to represent this colony's assembly
597,16,-2.8438866,0.49337512,-4.791344,Name shared by a Sauk chief famous for his war & a U.S. military helicopter
598,11,-1.5496114,-3.8030448,-2.41829,"In 1958 this country launched its second 5-year plan, called ""The Great Leap Forward"""
599,19,2.3904192,6.57972,-5.0389633,"This Jackson 5 (& later Mariah Carey) hit begins, ""You & I must make a pact, we must bring salvation back..."""
600,7,-9.057149,7.4624166,-2.6964355,"This Hormel product was once simply known as ""spiced ham"""
601,2,3.969667,1.2198623,0.24935302,"This author made a University of Virginia law professor the protagonist of his 2002 novel ""The Summons"""
602,11,6.071115,-0.06872594,0.64261276,"This publication that Ben first put out in 1732 often sold 10,000 copies a year"
603,17,0.250363,2.335644,1.2677369,"This ""Golden Girl"" had her own show in 1958 & 1977 & in 1999 became part of the cast of ""Ladies Man"""
604,15,7.941003,-0.3839919,8.821773,In 960 Mieczyslaw I became the first ruler of this country
605,19,0.7185914,-8.924748,-1.9957561,"Jakob Dylan, the son of Bob Dylan, is the frontman for this group"
606,7,-8.334139,6.300361,-2.23008,"It's the Spanish-named appetizer of tortilla chips & often beans, beef & onions topped with melted cheese"
607,2,0.03245738,0.014463992,3.5683184,"You were born to identify this author of ""The Bourne Identity"""
608,18,9.449938,-0.37220338,1.3043132,In 1783 Franklin asked Congress to recall him from this country; he finally made it home in 1785
609,1,-4.454026,0.5524526,0.6018913,"People have asked why the whole airplane isn't made out of the same material as this ""indestructible"" device"
610,18,6.717178,-2.172818,6.576164,"In 1526 he greeted an Inca nobleman on his ship, but conquest would have to wait a few years until funds were raised"
611,19,1.5705779,6.194113,-6.1007266,"Eric Clapton charted 3 times with this song: in 1971, 1972 & 1992"
612,7,-8.63625,6.382766,-2.4622679,"Paper-thin & often served for dessert, it's the French equivalent of a pancake"
613,12,3.8790057,2.01764,-0.6144992,"""The Numa Files"" are paperback spin-offs of this writer's novels featuring Dirk Pitt"
614,2,7.7132926,1.1997769,1.8185478,"Current events of 1751 included the appearance of Ben's scientific work ""Experiments and Observations on"" this"
615,10,-11.867558,4.348082,1.3303299,"John Archibald Wheeler coined this term in the '60s for a collapsed star so dense, no light can escape it"
616,9,2.7028654,-3.7881835,-6.278236,In 1998 U.S. cruise missiles hit this African country in response to bombings of U.S. embassies
617,0,3.9657316,-3.5466816,11.059635,"She's the single-named Colombian pop star heard <a href=""http://www.j-archive.com/media/2002-06-11_J_06.mp3"">here</a>"
618,0,6.7868776,-5.925794,9.583224,"(<a href=""http://www.j-archive.com/media/2002-06-11_J_11.wmv"">Jimmy of the Clue Crew gets ready to eat skewered meat.</a>)  This Asian favorite, sometimes chicken, sometimes beef, is usually served with a spicy peanut sauce"
619,12,3.850828,1.3337911,0.091815114,"""The Attorney"" Paul Madriani appears in several legal thrillers by this lawyer-turned-author"
620,18,7.9857655,1.1753777,1.8387893,The Hutchinson Letters scandal got Ben fired as deputy this in 1774
621,16,-3.336626,-0.37855604,-6.6254244,Famous landmark composed of chalk in the county of Kent in England
622,18,2.0190454,-3.8088894,-12.712121,This 1904-1905 war began in Manchuria & ended with the battle of Tsushima Strait
623,19,2.1526968,6.346785,-5.1404967,"Quit your yellin' & name this 1995 hit duet for Michael & Janet Jackson, their first together"
624,7,-9.173611,6.6686144,-1.8375826,"Traditionally, shepherd's pie contains this meat, ground or diced"
625,9,-6.8573203,-9.347339,5.2376842,"About 80,000 Scots still speak the Scottish version of this ancient Celtic language"
626,11,6.760696,-3.0294647,-5.572859,In 1960 this Democrat spoke first in the first televised U.S. presidential election debate
627,5,-3.0057964,-5.2337174,3.1500342,"So as not to confuse it with the mammal, this fish is commonly referred to as mahi-mahi"
628,12,4.7848516,4.7573295,0.9488373,"Running for 5 years, it starred William Shatner as a hard-nosed veteran police officer"
629,2,3.6479368,-5.174469,5.08275,"In the presence of the Adi Granth, the sacred book of the Sikhs, you cover your head & remove these"
630,8,1.3833302,7.649977,7.568216,"Bizet's ""Carmen"", for example"
631,1,-9.901228,-2.5105186,3.0033903,"Ben More, Ben Alder & Ben Macdui are not people but tall ones of these in Scotland"
632,11,2.332211,2.8243604,-2.432995,"Likely containing a sandwich, the first of these depicting a TV character came along in 1950 with Hopalong Cassidy"
633,7,-3.6956081,-4.0729504,2.717623,The black type of this fish with a woman's name is a striking addition to any aquarium
634,12,3.1402037,5.69866,-0.65287656,"Reminiscent of ""Highway to Heaven"", this popular series stars Roma Downey & Della Reese"
635,16,-3.9561431,5.384396,0.20530681,"Sukkot, a Jewish festival, began as a harvest celebration & was a model for this centuries-old American holiday"
636,1,-0.74779403,-3.4238489,7.127729,"Phrase that precedes ""dope"" in Ali's famed boxing strategy"
637,15,6.9860635,-0.3000227,8.809771,"Defeated at Dunsinane by Malcolm in 1054, he wasn't dethroned until killed by Malcolm in 1057"
638,5,-3.1152494,-7.730759,4.989698,"The John Birch Society coined the term comsymp, short for this"
639,7,-5.579864,2.8438666,-3.599827,"Less than half an inch long, this tiniest fish is found in the Indian Ocean, not in an Asian desert"
640,17,5.3809867,5.579148,-2.385889,This offbeat series on E! provides a daily recap of funny chat show highlights
641,18,2.0540168,-2.5136952,-2.8859084,"As they were partial to using hymns, these brothers, Charles & John, were the first rhythm Methodists"
642,5,-3.647137,-6.1855063,6.4497905,"In an Irish battle cry, these 2 words follow ""Erin"""
643,9,-6.874735,-9.374275,5.2389274,"The Church of Scotland, the country's national church, is a branch of this Christian denomination"
644,12,3.0129535,3.6862361,1.9181837,"In a heartbreaking scene, Travis has to kill his beloved dog in this 1957 film based on a Fred Gipson book"
645,11,-4.728445,2.6262918,-3.3193471,"Until one was caught in 1938, it was thought that this fish had been extinct for more than 70 million years"
646,0,3.920596,-3.539058,11.036714,"He's the large & goofy title TV superhero seen <a href=""http://www.j-archive.com/media/2002-06-11_DJ_04.wmv"">here</a>   <i>""Probably that one. The balcony...""</i>"
647,5,2.678779,-5.2159142,5.3649783,"Meaning ""sign of God"", it's the title of a Shi'ite Muslim scholar & leader"
648,0,6.7868776,-5.925794,9.583224,"(<a href=""http://www.j-archive.com/media/2002-06-11_DJ_19.jpg"" target=""_blank"">Jeff Probst reports from the Marquesas.</a>)  One of Nuku Hiva's main exports is this--dried coconut meat"
649,16,-6.9416533,-6.977222,4.881334,"Hundreds of years old, the de facto national flag features this saint's cross"
650,11,3.44771,4.4031916,-5.583901,In 1967 this 21-year-old started Rolling Stone magazine
651,1,-1.7528323,-2.96363,5.5695696,"It springs to mind that there's a Florida city named for this game fish seen <a href=""http://www.j-archive.com/media/2002-06-11_DJ_10.jpg"" target=""_blank"">here</a>"
652,17,4.6553583,4.8576345,-1.7761551,"Co-hosted by John Davidson, it was ABC's response to NBC's ""Real People"""
653,2,4.4664984,-4.047066,4.8980117,"Made up of 1,028 hymns in 10 books, it's the oldest of the Vedas in Hinduism"
654,2,4.584813,0.49272105,1.2503455,"In 2001 this author of ""The Seven Spiritual Laws of Success"" published ""The  Deeper Wound"""
655,18,7.548833,0.5034982,4.679926,"This common term originated in the early 1500s with the book ""De Rebus Oceanicis et Novo Orbe"""
656,8,-2.5434835,8.692205,-5.209392,"""Body Heat"""
657,18,9.173874,-0.46485662,3.9567761,Marsh's Library in this country was founded c. 1702 by the Archbishop of Dublin
658,17,-2.8721611,-3.1479464,-0.63973683,In 1991 this telephone company launched its Friends & Family promotion
659,18,3.511996,-2.1197824,-3.7577987,This leader of the Green Mountain Boys did not live to see Vermont become a state
660,7,-6.4607067,5.3516994,-1.3793995,"It looks like a sweet potato, but it isn't even a distant relative"
661,12,4.6398335,2.9282687,3.757532,"You could say this comedy ""ends well"" -- Helena finally wins the love of her husband Bertram"
662,3,3.433478,-10.084446,-1.9274821,"""To Have and Have Not"""
663,4,1.4434885,0.7770018,-8.849887,"Architect Gordon Bunshaft designed this presidential library in Austin, Texas"
664,11,-3.3888748,-2.069274,2.7391531,"As of July 1, 1968 you could dial this 3-digit number in New York City & get the police"
665,18,4.6821175,-0.45980477,-3.4168427,"This founding prophet of Mormonism was born in Sharon, Vermont in 1805"
666,7,-6.314787,4.457042,-1.6314194,It's a kind of striped mussel as well as a striped equine
667,2,5.0827527,1.4226811,4.274841,"Though this comedy has Verona in its title, it ends in a forest on the frontiers of Mantua"
668,8,-1.0287054,10.908483,-4.731924,"""The Outlaw"""
669,4,1.2292402,1.599625,-9.378831,"Sterling Memorial Library in New Haven, Connecticut houses the archives of this university"
670,11,-3.4368627,-2.290279,2.1688375,"On Oct. 30, 1938 phone traffic peaked in cities all over America as people discussed this broadcast"
671,18,3.4981396,-1.0080904,-3.799271,"This plow inventor was a Vermont blacksmith before moving to Grand Detour, Illinois"
672,7,-5.879311,2.4198856,-3.4060354,"Despite its bulk, this wild ox found in Tibet is an excellent swimmer"
673,2,2.928858,2.3750262,5.107627,"Near the end of ""Henry VIII"", this princess is described as ""a most unspotted lily"", who will die a virgin"
674,8,-3.0241725,8.429967,-6.267164,"""Oklahoma!"""
675,4,0.8421739,1.8320782,-9.351092,"Salinas, California, has a public library named for this novelist"
676,17,5.6152883,2.9458904,-3.4033277,In 1980 Dial-It National Sports became the first service on this new area code
677,18,9.083339,2.1018279,-0.1652247,George Franklin Edmunds wrote most of this antitrust act of 1890
678,5,-3.0652359,-6.95962,4.3159294,"Some of these are produced by bremsstrahlung, from the German for ""breaking radiation"""
679,2,6.605039,-6.1438217,1.131257,"Puck's last speech in this play begins, ""If we shadows have offended, think but this--and all is mended"""
680,8,-0.8732895,11.09889,-4.8668485,"""Halloween"""
681,18,9.117037,-0.39636153,3.9069033,In 1602 this university's library reopened after restoration work by Sir Thomas Bodley
682,11,-7.3412366,-4.243822,0.6390063,"In 1880 he invented the photophone, a device that sent messages through the air on beams of light"
683,18,3.1963851,-1.0290067,-3.2544556,At age 15 this future New York Tribune editor was apprenticed to a printer in East Poultney
684,18,10.3220625,2.017106,4.153959,"This Saint Francis was the ""Apostle of the Indies"""
685,12,4.353512,3.0479522,4.44459,"In the last scene of this comedy, Petruchio wins a bet that he has the most obedient wife"
686,18,10.150248,-0.18278395,0.37952578,"In 1751, with Benjamin Franklin's help, the 1st hospital in the U.S. was founded in this city"
687,2,5.398054,-2.435371,3.994666,"Of the 31 pilgrims in this Chaucer work, only 23 tell their stories"
688,9,-4.965549,-0.37225482,-5.2075377,Large aboriginal populations live in this country's states of Queensland & New South Wales
689,7,-10.076632,4.37917,-3.6038337,The juice of one of these citrus fruits makes a Whiskey Sour sour
690,4,0.3581556,-2.766368,-13.570564,"In 1936, in defiance of the Treaty of Versailles, this country began remilitarizing the Rhineland"
691,19,2.5767303,7.6848216,-5.789807,"He recorded ""Gone At Last"" with Phoebe Snow, not Art Garfunkel"
692,11,-7.352507,-4.25303,0.6246988,In 1867 Thomas Allbutt invented one of these instruments which took 5 minutes to register instead of 20
693,2,4.002042,-1.0887618,4.0050592,"This Longfellow poem was suggested by a smithy under a chestnut tree in Cambridge, Massachusetts"
694,9,-5.557742,-0.6304771,-9.444631,"Administrative units in this country include Giza, Aswan & Suez"
695,7,-8.983602,4.9193544,-3.775819,This pomegranate syrup turns a Pink Lady pink
696,17,5.755652,3.8731863,-3.1065602,This longtime anchor of the CBS Evening News became a UPI correspondent in 1939
697,19,2.1662729,7.617076,-5.673682,"She sang ""Better Be Good To Me"" in 1984, a few years after she broke up with Ike"
698,11,-7.7672114,-2.7415826,-0.72252595,Dutch physician Willem Kolff developed the 1st of these kidney machines that cleanse the blood
699,2,6.812883,-2.7633998,-0.19195965,"Oliver Wendell Holmes wrote of this ship, ""Oh better that her shattered hulk should sink beneath the wave"""
700,9,-6.5062776,1.8499062,-10.630659,This longest river on the Iberian Peninsula is also known as the Tajo
701,7,-9.544444,5.956928,-3.2846723,A teaspoon of creme de cassis is added to this to make a Kir
702,11,-6.24073,-2.2460186,-3.4379423,Helen Keller brought the first of these Japanese dogs to the United States in 1937
703,19,3.6684053,7.385593,-3.89173,"In ""Take Me Home, Country Roads"", John Denver sang, ""Almost heaven,"" this state"
704,11,-8.470793,-2.947141,-0.9986553,In 1906 August von Wassermann developed a well-known test for this sexually transmitted disease
705,2,3.733545,-0.6256298,0.65498936,"His ""When the Frost is on the Punkin"" was written for a series in the Indianapolis Journal"
706,9,-4.1385555,1.9971948,-12.356238,"Cabinda, an area of this former Portuguese colony, is separated from the rest of it by Zaire"
707,7,-10.704394,5.8957896,-4.0353613,"A basic Gin Rickey is gin, lime & this non-potent potable"
708,11,6.1267233,-0.66667247,-7.9450026,He was appointed conductor of the Boston Pops in 1930
709,19,2.4056842,5.929984,-5.4006524,"Alan, Merrill & Wayne, 3 of these Utah brothers, co-wrote their own 1972 hit ""Crazy Horses"""
710,11,-7.64052,-2.6361284,-1.2635026,In 1982 William DeVries performed the 1st permanent artificial heart transplant on this man
711,15,4.705204,-0.7891267,7.4624023,"He was descended from an Abyssinian prince, Peter the Great's godson"
712,9,-5.7788534,1.6173383,-9.807946,The Indus River provides the western border of this desert also known as the Great Indian Desert
713,7,-10.392471,4.839502,-3.7940235,Using Scotch whisky turns a Manhattan into this drink
714,2,1.7661566,0.99611795,4.235623,"This author of ""Anne of Green Gables"" was awarded the Order of the British Empire in 1935"
715,19,1.7960591,7.3605847,-5.0101285,"This singer's 1970 hit ""I'll Never Fall In Love Again"" was from the Broadway musical ""Promises, Promises"""
716,18,7.823114,0.2865385,-0.4367393,"On May 29, 1765 Patrick Henry's Stamp Act protest was interrupted with this one word"
717,9,-2.612942,4.358162,-9.949002,A narrow passage separates Canada's Ellesmere Island from this large Danish island
718,1,-3.2676795,-6.216893,-3.8208587,"This Yankee was the ""greatest drawing card in history of baseball"""
719,1,-1.7282884,3.9892292,-3.7575805,"Woo hoo! In 2009 this animated family was chosen to grace stamps, though postage did go up to 44 cents (D'oh!)"
720,2,7.0608406,-5.6058364,4.2393312,In Genesis 4 he becomes the first killer; God isn't happy
721,3,-1.463062,0.8821801,4.1501513,Meet me in the library for a liaison at your liesure
722,2,9.1996975,2.5831263,-0.1962834,The first 10 of these are known as the Bill of Rights
723,9,-4.079793,2.5744846,-6.820329,"Mount Logan, Canada's highest peak, is found in this territory"
724,6,6.9802294,2.55569,-6.465792,"""Detroit - Philadelphia, A.L. - 1905-1926... retired with 4191 major league hits"""
725,16,-2.4797597,-5.2386527,-6.926617,This astronomer for whom a space telescope is named is honored in the American Scientists series
726,1,0.7357085,-6.1418705,-6.1069627,"In one of the few documented one-on-one Old West gunfights, this ""Wild"" man killed Davis Tutt in 1865"
727,5,-1.4027214,-2.2796998,7.447365,"The occasional misspelling is noticable on a telecast like ""Jeopardy!"""
728,2,7.748162,-5.8008747,5.2592344,In Israel Tevet is the tenth of these
729,9,-2.2572303,1.3945038,-11.545581,"Of the top 5 Canadian cities in population, it's the one closest to the Pacific Ocean"
