 Show Number, Air Date, Round, Category, Value, Question, Answer
1800,1992-05-29,Double Jeopardy!,SCIENCE,$400.00,"Boyle's Law says normally if you double the pressure on a gas, the volume decreases by this amount",one-half
1800,1992-05-29,Double Jeopardy!,CHILDREN'S  LITERATURE,$400.00,"Anne Shirley leaves the orphanage to live on this ""colorful"" farm in Avonlea",Green Gables
1800,1992-05-29,Double Jeopardy!,WYOMING,$400.00,"A western celebration, Frontier Days, has been held each year since 1897 in this capital",Cheyenne
1800,1992-05-29,Double Jeopardy!,FIGURE SKATERS,$400.00,"In 1986 this East German beauty was called ""the warmest thing to hit the Cold War since vodka""",Katarina Witt
1800,1992-05-29,Double Jeopardy!,ORGANIZED LABOR,$400.00,This board was created in 1935 to correct or prevent unfair labor practices by employers or unions,the National Labor Relations Board
1800,1992-05-29,Double Jeopardy!,THE MIDDLE AGES,$400.00,This continent's Mali empire reached its apogee under Mansa Musa in the 14th century,Africa
1800,1992-05-29,Double Jeopardy!,SCIENCE,"$1,100.00",In 1973 it became the first comet studied by men in space,Kohoutek
1800,1992-05-29,Double Jeopardy!,CHILDREN'S  LITERATURE,$600.00,"""The Comic Adventures of"" this elderly woman ""and her Dog"" were first published in 1805",Old Mother Hubbard
1800,1992-05-29,Double Jeopardy!,WYOMING,$600.00,The source of this main tributary of the Columbia River is located in Yellowstone National Park,the Snake River
1800,1992-05-29,Double Jeopardy!,FIGURE SKATERS,$600.00,"Native country of Barbara Ann Scott, who in 1947 became the 1st N. American to win the European title",Canada
1800,1992-05-29,Double Jeopardy!,ORGANIZED LABOR,$600.00,In 1978 legislation raised the mandatory retirement age to this,seventy
1800,1992-05-29,Double Jeopardy!,THE MIDDLE AGES,$600.00,In 1301 Edward II was the first English heir to be given this title,Prince of Wales
1800,1992-05-29,Double Jeopardy!,SCIENCE,$800.00,"One mole of any substance always has the same number, 6.022 x 10<sup>23</sup> of these",atoms
1800,1992-05-29,Double Jeopardy!,CHILDREN'S  LITERATURE,$800.00,Dinarzade is the younger sister of this woman known for her nocturnal stories,Shahrazad
1800,1992-05-29,Double Jeopardy!,WYOMING,$800.00,Settlement began in earnest when this railroad pushed across the state in the 1860s,the Union Pacific
1800,1992-05-29,Double Jeopardy!,FIGURE SKATERS,$800.00,An injury forced him & Tai Babilonia to withdraw from the pairs competition at Lake Placid in 1980,Randy Gardner
1800,1992-05-29,Double Jeopardy!,ORGANIZED LABOR,$800.00,The United Steelworkers of America is headquartered in this city,Pittsburgh
1800,1992-05-29,Double Jeopardy!,THE MIDDLE AGES,$800.00,"Irene, who reigned from 797-802, declared herselt Emperor, not Empress, of this empire",the Byzantine Empire
1800,1992-05-29,Double Jeopardy!,SCIENCE,$1000.00,"This resin, a natural polymer used as a varnish, is produced by insects in India and Myanmar",shellac
1800,1992-05-29,Double Jeopardy!,CHILDREN'S  LITERATURE,$1000.00,"Madeline is one of ""twelve little girls in two straight lines"" who attend a school in this city",Paris
1800,1992-05-29,Double Jeopardy!,WYOMING,$1000.00,1 of Wyoming's 2 U.S. senators,Alan Simpson (or Malcolm Wallop)
1800,1992-05-29,Double Jeopardy!,FIGURE SKATERS,$1000.00,"Dorothy Hamill developed a spin now known as the ""Hamill"" one of these",camel
1800,1992-05-29,Double Jeopardy!,ORGANIZED LABOR,"$2,000.00","This union withdrew from the AFL-CIO in 168 under Walter Reuther, but rejoined in 1981",the United Autoworkers Union
1800,1992-05-29,Double Jeopardy!,THE MIDDLE AGES,$1000.00,In 1358 this league of North German trading towns made Lubeck its administrative headquarters,the Hanseatic League
1800,1992-05-29,Final Jeopardy!,VICE PRESIDENTS,None,"He served FDR as Commerce Secretary, Agriculture Secretary, and Vice President",Henry Wallace
5981,2010-09-20,Jeopardy!,COUNTRY MUSIC,$200.00,"Though his last name means ""pertaining to a city"", this ""Defying Gravity"" singer is a country superstar",Keith Urban
5981,2010-09-20,Jeopardy!,"YOUR HONOR, I OBJECT!",$200.00,The witness is testifying based on what someone else told her--that's called this,hearsay
5981,2010-09-20,Jeopardy!,GOOD CAUSES,$200.00,"This word precedes ""Conservancy"" in the name of a group with a million members",Nature
5981,2010-09-20,Jeopardy!,BLARNEY,$200.00,"Now applied to Shakespeare, this word referred originally to Celtic minstrel poets",bard
5981,2010-09-20,Jeopardy!,LESSER-KNOWN AMERICANS,$400.00,"A. Philip Randolph, who first proposed a march on this city in 1941, also helped organize the one in 1963","Washington, D.C."
5981,2010-09-20,Jeopardy!,COUNTRY MUSIC,$400.00,In 2010 this movie soundtrack featuring Jeff Bridges was a Billboard Top 10 country album,Crazy Heart
5981,2010-09-20,Jeopardy!,THE LOYOLA OPPOSITION,$400.00,"In 1521, Ignatius was struck by a cannonball while defending this country against the French",Spain
5981,2010-09-20,Jeopardy!,"YOUR HONOR, I OBJECT!",$400.00,Calls for an opinion--only allowed for this type of witness with special knowledge of a subject,an expert witness
5981,2010-09-20,Jeopardy!,GOOD CAUSES,$400.00,The Environmental Defense Fund helped convince this fast-food co. to abandon polystyrene containers in 1990,McDonald's
5981,2010-09-20,Jeopardy!,BLARNEY,$400.00,"For peat sake, you should know this word for wet, spongy ground",a bog
5981,2010-09-20,Jeopardy!,LESSER-KNOWN AMERICANS,$600.00,In 1945 Virginia Gildersleeve was the only female U.S. delegate to the conference that drafted this charter,the United Nations
5981,2010-09-20,Jeopardy!,COUNTRY MUSIC,$600.00,"Not to be confused with Lady Gaga is Lady this, the country music group with the CD ""Need You Now""",Lady Antebellum
5981,2010-09-20,Jeopardy!,THE LOYOLA OPPOSITION,$600.00,"When Clement XIV abolished the Jesuits in 1773, they thrived in Russia with help from this empress",Catherine the Great
5981,2010-09-20,Jeopardy!,"YOUR HONOR, I OBJECT!",$600.00,"Counsel is putting words in the witness' mouth with this type of question; the word also means ""in first place""",a leading question
5981,2010-09-20,Jeopardy!,GOOD CAUSES,"$2,000.00","A ""Mission"" to help the homeless is named for this Lower Manhattan street known as a skid row since the 1800s",Bowery
5981,2010-09-20,Jeopardy!,BLARNEY,$600.00,This type of sprite will lead you to the gold,a leprechaun
5981,2010-09-20,Jeopardy!,LESSER-KNOWN AMERICANS,$800.00,"Named for his cousin, James Buchanan Eads built the first bridge across this river at St. Louis",the Mississippi
5981,2010-09-20,Jeopardy!,COUNTRY MUSIC,$800.00,"This sound, like that made by plucking a guitar, is the title of a 2009 album by George Strait",twang
5981,2010-09-20,Jeopardy!,THE LOYOLA OPPOSITION,$800.00,In 1542 missionaries sent by Ignatius to Ireland were hampered by this king,Henry VIII
5981,2010-09-20,Jeopardy!,"YOUR HONOR, I OBJECT!",$800.00,"Counsel is being argumentative, also known as doing this to the witness, as seen here",badgering
5981,2010-09-20,Jeopardy!,GOOD CAUSES,$800.00,The LFA is a leading group battling this disease named for lesions that resemble a wolf's bite,lupus
5981,2010-09-20,Jeopardy!,BLARNEY,$800.00,"Tiny pieces, or the New Jersey band that sang ""Only a Memory""",smithereens
5981,2010-09-20,Jeopardy!,LESSER-KNOWN AMERICANS,$1000.00,"Doris Eaton Travis, who passed away in 2010 at age 106, was the last surviving showgirl from these follies",Ziegfeld
5981,2010-09-20,Jeopardy!,COUNTRY MUSIC,$1000.00,"This frontman of Hootie & the Blowfish went country with his solo album ""Learn to Live""",(Darius) Rucker
5981,2010-09-20,Jeopardy!,THE LOYOLA OPPOSITION,$1000.00,"While in Paris, Ignatius was accused & brought before Ori, this type of truth-seeking 10-letter holy man",an inquisitor
5981,2010-09-20,Jeopardy!,"YOUR HONOR, I OBJECT!",$1000.00,"We've heard the question already; I'm making this objection that could be called ""triple a""",asked and answered
5981,2010-09-20,Jeopardy!,GOOD CAUSES,$1000.00,The Andre Agassi foundation for education runs Agassi Prep in this city,Las Vegas
5981,2010-09-20,Jeopardy!,BLARNEY,$1000.00,This word for a type of liquor applies to a 1794 American rebellion,whiskey
5981,2010-09-20,Double Jeopardy!,MOVIE CITIES,$400.00,"Of course there's a car chase on the freeway in 1985's ""To Live and Die in __.__.""",L.A.
5981,2010-09-20,Double Jeopardy!,WOMEN: WRITE ON!,$400.00,"Sadly, she died in Boston in 1888, just 2 days after her transcendentalist father Bronson",Louisa May Alcott
5981,2010-09-20,Double Jeopardy!,GOAT-POURRI,$400.00,Goat Island splits Niagara Falls into the American Falls & this waterfall on the Canadian side,Horseshoe Falls
5981,2010-09-20,Double Jeopardy!,EPONYMS,$400.00,"Although sources disagree over the origin of this ""do-over"" golf shot, many accept that it was named for a bad golfer",a Mulligan
5981,2010-09-20,Double Jeopardy!,"""A"" SCIENCE CATEGORY",$800.00,"It's what the ""A"" stands for in AIDS",acquired
5981,2010-09-20,Double Jeopardy!,MOVIE CITIES,$800.00,"2010 brought Travolta as a spy in ""From ____ with Love""",Paris
5981,2010-09-20,Double Jeopardy!,LAST NAME'S THE SAME,$800.00,Entertainment mogul Barry & funny lady Phyllis,Diller
5981,2010-09-20,Double Jeopardy!,WOMEN: WRITE ON!,$800.00,"In 2009 she published her 76th bestseller, ""Matters of the Heart"", & was inducted into the Calif. Hall of Fame",Danielle Steel
5981,2010-09-20,Double Jeopardy!,GOAT-POURRI,$800.00,"In 1846 Neptune was discovered in this constellation, the 10th sign of the zodiac",Capricorn
5981,2010-09-20,Double Jeopardy!,EPONYMS,$800.00,"This country is named after ""the George Washington of South America"" (the actual George only got cities & a state)",Bolivia
5981,2010-09-20,Double Jeopardy!,"""A"" SCIENCE CATEGORY",$1200.00,(Kelly of the Clue Crew stands behind a table)   The experiment showing that two objects weighing the same displace different amounts of water because they have different densities was developed by this mathematician,Archimedes
5981,2010-09-20,Double Jeopardy!,MOVIE CITIES,$1200.00,"2010, starring Kristen Bell: ""When in ____""",Rome
5981,2010-09-20,Double Jeopardy!,LAST NAME'S THE SAME,$1200.00,Late radio commentator Paul & James I's physician William,Harvey
5981,2010-09-20,Double Jeopardy!,WOMEN: WRITE ON!,$1200.00,"Esther Greenwood is an aspiring poet in this poet's novel ""The Bell Jar""",Sylvia Plath
5981,2010-09-20,Double Jeopardy!,GOAT-POURRI,$1200.00,"In ""The Hunchback of Notre Dame"", Pierre Gringoire rescues this gypsy girl's goat from a mob",Esmeralda
5981,2010-09-20,Double Jeopardy!,EPONYMS,"$4,000.00","Meaning elegant or fancy, it's from the name of a hotel chain founded by a Swiss businessman",ritzy
5981,2010-09-20,Double Jeopardy!,"""A"" SCIENCE CATEGORY",$1600.00,In the 1920s Edwin Hubble determined that this galaxy was in fact a separate galaxy from the Milky Way,Andromeda
5981,2010-09-20,Double Jeopardy!,MOVIE CITIES,$1600.00,"2008's ""The Mysteries of ____"" was based on a novel",Pittsburgh
5981,2010-09-20,Double Jeopardy!,LAST NAME'S THE SAME,$1600.00,"""Tennessee Tailor"" Andrew & poet/NAACP leader James Weldon",Johnson
5981,2010-09-20,Double Jeopardy!,WOMEN: WRITE ON!,$1600.00,"""Shiksa Goddess: (or, How I Spent My Forties)"" is a collection of essays by this ""Heidi Chronicles"" playwright",(Wendy) Wasserstein
5981,2010-09-20,Double Jeopardy!,GOAT-POURRI,$1600.00,The backward-curving horns of the Siberian species of this 4-letter goat may be nearly 5 feet long,ibex
5981,2010-09-20,Double Jeopardy!,EPONYMS,$1600.00,This submachine gun was named for an Israeli army officer whose design won a competition in the 1950s,Uzi
5981,2010-09-20,Double Jeopardy!,"""A"" SCIENCE CATEGORY","$12,000.00",These are just small masses of lymphoid tissue in the nasopharynx,adenoids
5981,2010-09-20,Double Jeopardy!,MOVIE CITIES,$2000.00,"The 1980 Oscar winner for Foreign Language Film was ""____ does Not Believe in Tears""",Moscow
5981,2010-09-20,Double Jeopardy!,LAST NAME'S THE SAME,$2000.00,17th century philosopher Sir Francis & 20th century painter Francis,Bacon
5981,2010-09-20,Double Jeopardy!,WOMEN: WRITE ON!,$2000.00,"""Seducing the Demon: Writing for my Life"" is a 2006 memoir by this ""Fear of Flying"" author",Erica Jong
5981,2010-09-20,Double Jeopardy!,GOAT-POURRI,$2000.00,"Crippled beggar Sammy Smalls, who traveled in a goat cart, inspired a title character of this opera set on Catfish Row",Porgy and Bess
5981,2010-09-20,Double Jeopardy!,EPONYMS,$2000.00,"Named for a French courtesan, Pommes Anna is a dish of layered these, not apples",potatoes
5981,2010-09-20,Final Jeopardy!,THE WESTERN HEMISPHERE,None,"Made up of 1 large & many smaller islands, it's the most populous of Britain's remaining overseas territories",Bermuda
3112,1998-02-24,Jeopardy!,THE DIRECTOR SPEAKS,$100.00,"""I never believed in anything before I believed in movies"", said this ""E.T."" director",Spielberg
3112,1998-02-24,Jeopardy!,PLACES,$100.00,"A small & informal restaurant, or one who eats there",diner
3112,1998-02-24,Jeopardy!,"""LIGHT""s",$100.00,"Famous ones include Ray ""Boom Boom"" Mancini & Roberto ""Hands of Stone"" Duran",lightweights
3112,1998-02-24,Jeopardy!,CAMERA,$100.00,The names of TV cameras & videocassette recorders are combined in this device,a camcorder
3112,1998-02-24,Jeopardy!,ACTION!,$100.00,This hero made his comic book debut in & on the cover of Action Comics No. 1,Superman
3112,1998-02-24,Jeopardy!,WHERE'S MY COFFEE?,$100.00,"Once Yemen's chief coffee port, its name now refers to a flavor of chocolate & coffee",Mocha
3112,1998-02-24,Jeopardy!,THE DIRECTOR SPEAKS,$200.00,"""Everybody denies I am a genius--but nobody ever called me one!"" noted this man who raised ""Kane""",Orson Welles
3112,1998-02-24,Jeopardy!,PLACES,$200.00,"A building for religious veneration, or the L.A. auditorium that hosted 1997's Academy Awards",shrine
3112,1998-02-24,Jeopardy!,"""LIGHT""s",$200.00,"To do this to someone's plight, you could trivialize it, or just take the P away",make light of it
3112,1998-02-24,Jeopardy!,CAMERA,$200.00,"Aptly, underwater photography may require these widest wide-angle lenses",fisheye lenses
3112,1998-02-24,Jeopardy!,ACTION!,$200.00,"In a 1965 speech this president put out a call for ""affirmative action"" in hiring by federal contractors",Johnson
3112,1998-02-24,Jeopardy!,WHERE'S MY COFFEE?,$200.00,The flavorful coffee beans from this country are grown at high altitudes near Nairobi,Kenya
3112,1998-02-24,Jeopardy!,THE DIRECTOR SPEAKS,$300.00,"When an actress in his ""Lifeboat"" asked him what her best side was, he said, ""My dear, you're sitting on it""",Hitchcock
3112,1998-02-24,Jeopardy!,PLACES,$300.00,Libraries & the Christian Science Church maintain these areas; the British Museum built a big one in 1857,reading rooms
3112,1998-02-24,Jeopardy!,"""LIGHT""s",$300.00,Ben Franklin invented this device & would have been shocked if it hadn't worked,the lightning rod
3112,1998-02-24,Jeopardy!,CAMERA,$300.00,In 1986 Kodak left the instant camera business after a judge found it had violated this company's patents,Polaroid
3112,1998-02-24,Jeopardy!,ACTION!,$300.00,"You may not give a fig, but according to Newton, there's one of these for every action",an equal & opposite reaction
3112,1998-02-24,Jeopardy!,WHERE'S MY COFFEE?,$300.00,Java is a synonym for coffee; a high-grade bean also comes from this next most populous Indonesian island,Sumatra
3112,1998-02-24,Jeopardy!,THE DIRECTOR SPEAKS,$400.00,"""Manhattan""ite who said, ""Life is divided into the horrible and the miserable""--sounds ""Bananas"" to us",Woody Allen
3112,1998-02-24,Jeopardy!,PLACES,$400.00,"A place where a river is shallow enough to cross on foot, alone or with an ""escort""",a ford
3112,1998-02-24,Jeopardy!,"""LIGHT""s",$400.00,"A joking question asked about many groups is ""How many does it take to"" do this",screw in a light bulb
3112,1998-02-24,Jeopardy!,ACTION!,$400.00,"The action of a boy can ring a girl's bell, & the action of these can ring a buoy's bell",a wave
3112,1998-02-24,Jeopardy!,WHERE'S MY COFFEE?,$400.00,"Mexico's best coffee comes from Chiapas, a state that borders this noted coffee-growing nation",Guatemala
3112,1998-02-24,Jeopardy!,THE DIRECTOR SPEAKS,$500.00,"""The best director is the one you don't see"", observed this director of ""Some Like It Hot""",Billy Wilder
3112,1998-02-24,Jeopardy!,PLACES,$500.00,This term for a house's entrance hall also refers to the space between cars on a train,the vestibule
3112,1998-02-24,Jeopardy!,"""LIGHT""s",$500.00,"""I'm gonna let it shine, let it shine, let it shine, let it shine""",this little light of mine
3112,1998-02-24,Jeopardy!,ACTION!,$500.00,"Dutch-American artist about whose work the term ""action painting"" was coined",Willem de Kooning
3112,1998-02-24,Double Jeopardy!,SHAKESPEAREAN OPERAS & BALLETS,$200.00,"It's the play that inspired Reynaldo Hahn's opera ""Le Marchand de Venise""",The Merchant of Venice
3112,1998-02-24,Double Jeopardy!,BACKWARDS,$200.00,"In T minus 5 seconds, you'll say this word for the inverted series used before a rocket launch",a countdown
3112,1998-02-24,Double Jeopardy!,CARTOONS,$200.00,Mel Blanc said he created this character's voice by combining Brooklyn & Bronx accents,Bugs Bunny
3112,1998-02-24,Double Jeopardy!,19th CENTURY AMERICA,$200.00,The discovery of this in 1896 turned Seward's Folly into Seward's Good Fortune,gold
3112,1998-02-24,Double Jeopardy!,MEN OF THE WORLD,$200.00,Armando Munoz Garcia sculpted a 55' statue of a nude woman & lived in it in this Mexican city near San Diego,Tijuana
3112,1998-02-24,Double Jeopardy!,WORD ORIGINS,$200.00,"This state's name is from the Sioux for ""sky-tinted waters""; maybe they meant the 10,000 lakes",Minnesota
3112,1998-02-24,Double Jeopardy!,SHAKESPEAREAN OPERAS & BALLETS,$400.00,"The Bolshoi presented this ballet at the Met in 1959, with Yuri Zhdanov & Galina Ulanova as the title lovers",Romeo & Juliet
3112,1998-02-24,Double Jeopardy!,BACKWARDS,$400.00,"In psychology it's the process of reverting to an earlier, childlike form of behavior",regression
3112,1998-02-24,Double Jeopardy!,CARTOONS,$400.00,"I say there, son, this Warner Bros. cartoon rooster is sometimes pursued by a chicken hawk",Foghorn Leghorn
3112,1998-02-24,Double Jeopardy!,19th CENTURY AMERICA,$400.00,The 1866 Civil Rights Act was passed over this president's veto,Johnson
3112,1998-02-24,Double Jeopardy!,MEN OF THE WORLD,$400.00,"The U.S. statesman seen <a href=""http://www.j-archive.com/media/1998-02-24_DJ_22.jpg"" target=""_blank"">here</a> was born in 1923 in this country:",Germany
3112,1998-02-24,Double Jeopardy!,WORD ORIGINS,$400.00,"The Old Norse word ""vindauga"" gave us this pane-ful word for an opening in a wall",window
3112,1998-02-24,Double Jeopardy!,SHAKESPEAREAN OPERAS & BALLETS,$600.00,"You'll need some long-winded singers to star in ""Stormen"", a Swedish opera based on this play",The Tempest
3112,1998-02-24,Double Jeopardy!,BACKWARDS,$600.00,Field Marshal Barclay used this maneuver associated with defeat to lure Napoleon deep into Russia,a retreat
3112,1998-02-24,Double Jeopardy!,CARTOONS,$600.00,"On screen, he's a ""tubby little cubby all stuffed with fluff""",Winnie the Pooh
3112,1998-02-24,Double Jeopardy!,19th CENTURY AMERICA,$600.00,"Kansas homesteader Bewster Higley's poem ""The Western Home"" was retitled this when set to music","""Home On The Range"""
3112,1998-02-24,Double Jeopardy!,MEN OF THE WORLD,$600.00,This media mogul from Melbourne has been called a real-life Citizen Kane,Rupert Murdoch
3112,1998-02-24,Double Jeopardy!,WORD ORIGINS,$600.00,"Derived from the Latin for ""salted vegetables"", this cold dish might be enhanced with a little oil & vinegar",salad
3112,1998-02-24,Double Jeopardy!,SHAKESPEAREAN OPERAS & BALLETS,$800.00,"Verdi wrote an aria called ""La Luce Langue""--The Light Fails--for this bloothirsty villainess",Lady Macbeth
3112,1998-02-24,Double Jeopardy!,BACKWARDS,$800.00,"In competitive rowing, this is the only person in the boat whose back is not to the finish line",the coxswain
3112,1998-02-24,Double Jeopardy!,CARTOONS,$800.00,"Ted Cassidy, who played Thing on ""The Addams Family"", was also the voice of The Thing of this superhero group",The Fantastic 4
3112,1998-02-24,Double Jeopardy!,19th CENTURY AMERICA,$800.00,"To avoid Boss Tweed's graft, Alfred Beach secretly built one of these under Broadway in 1869-70",a subway
3112,1998-02-24,Double Jeopardy!,WORD ORIGINS,$800.00,"This number can be traced back to the Sankrit ""Shunya"", or empty",zero
3112,1998-02-24,Double Jeopardy!,SHAKESPEAREAN OPERAS & BALLETS,$500.00,Title character played by former Alvin Ailey dancer Desmond Richardson in a 1997 ballet,Othello
3112,1998-02-24,Double Jeopardy!,BACKWARDS,$1000.00,"Called ""Bojangles"", he was renowned for tap dancing on stairs & running backwards at high speed",(Bill) Robinson
3112,1998-02-24,Double Jeopardy!,CARTOONS,$1000.00,"Sylvester believes Hippety Hopper, a baby one of these, to be a gigantic mouse",a kangaroo
3112,1998-02-24,Double Jeopardy!,WORD ORIGINS,"$1,000.00",The -sex suffix on British placenames refers to this Germanic people,the Saxons
3112,1998-02-24,Final Jeopardy!,FAMOUS VOYAGES,None,Capt. Robert Fitzroy of this ship argued that its scientific discoveries supported the Bible,the Beagle
5431,2008-03-31,Jeopardy!,GENERAL INFORMATION,$200.00,"This title folk story guy steals a golden egg-laying hen, bags of gold & a golden harp; the ""giant-cide"" comes later",Jack
5431,2008-03-31,Jeopardy!,THE MOVIES,$200.00,"Jack Palance's character is described as ""a saddlebag with eyes"" in this 1991 comedy",City Slickers
5431,2008-03-31,Jeopardy!,WEAPONRY,$200.00,"Standard-issue weapons for stormtroopers in ""Star Wars"" included energy-bolt-firing pistols called these",blasters
5431,2008-03-31,Jeopardy!,MEDICAL TALK,$200.00,This term refers to the painful inflammation of any of the fibrous structures that connect muscles to bones,tendinitis
5431,2008-03-31,Jeopardy!,FICTIONAL CHARACTERS,$200.00,What a happy ending: this title orphan of a Dickens novel is adopted by Mr. Brownlow,Oliver Twist
5431,2008-03-31,Jeopardy!,"CROSSWORD CLUES ""F""",$200.00,Chips' aquatic partner (4),fish
5431,2008-03-31,Jeopardy!,GENERAL INFORMATION,$400.00,"Playing the pass line in craps, it's the winning number on the opening roll other than 7",11
5431,2008-03-31,Jeopardy!,THE MOVIES,$400.00,"(<a href=""http://www.j-archive.com/media/2008-03-31_J_02.jpg"" target=""_blank"">Drew Barrymore delivers the clue.</a>)  In my film ""Music and Lyrics"", Hugh Grant plays the ""Jeopardy! Think Music"" written by this creator of ""Jeopardy!""",Merv Griffin
5431,2008-03-31,Jeopardy!,WEAPONRY,$400.00,"In the 1960s Nelson Mandela led the military group ""Umkhonto we Sizwe"", or this weapon ""of the Nation""",Spear
5431,2008-03-31,Jeopardy!,MEDICAL TALK,$400.00,"To test for visual acuity, the Snellen chart is designed to be read from this many feet away",20
5431,2008-03-31,Jeopardy!,FICTIONAL CHARACTERS,$400.00,"This character in ""The Legend of Sleepy Hollow"" is said to be the ghost of a Hessian trooper",the Headless Horseman
5431,2008-03-31,Jeopardy!,"CROSSWORD CLUES ""F""",$400.00,Honshu volcano (4),Fuji
5431,2008-03-31,Jeopardy!,GENERAL INFORMATION,$600.00,"Found in Southeast Asia, they're the smallest apes",gibbons
5431,2008-03-31,Jeopardy!,THE MOVIES,"$1,000.00","Irene Bedard, the speaking voice of this heroine in an animated Disney film, played her mother in ""The New World""",Pocahontas
5431,2008-03-31,Jeopardy!,WEAPONRY,$600.00,"The first 2 weapons Hamlet mentions in his ""To be or not to be"" soliloquy",slings & arrows
5431,2008-03-31,Jeopardy!,MEDICAL TALK,$600.00,"(<a href=""http://www.j-archive.com/media/2008-03-31_J_16.wmv"">Jimmy of the Clue Crew tends to a virtual patient at Beth Israel Deaconess Medical Ctr, a Harvard teaching hospital in Boston, MA.</a>)  A dilated pupil indicates that a head injury may have led to an acute subdural this, where blood accumulates within the skull",a hematoma
5431,2008-03-31,Jeopardy!,FICTIONAL CHARACTERS,$600.00,"She is the narrator of ""To Kill a Mockingbird""",Scout
5431,2008-03-31,Jeopardy!,"CROSSWORD CLUES ""F""",$600.00,Greek-letter group (10),fraternity
5431,2008-03-31,Jeopardy!,GENERAL INFORMATION,$800.00,"Pick up a GT from this car co. for a tidy $169,000, or maybe start out with a Focus for a more reasonable $13,715",Ford
5431,2008-03-31,Jeopardy!,THE MOVIES,$800.00,"(<a href=""http://www.j-archive.com/media/2008-03-31_J_04.jpg"" target=""_blank"">Hi, I'm Sean Hayes.</a>)  In the 2003 film ""Pieces of April"", I played an offbeat neighbor of this actress who had yet to meet & marry Tom Cruise",Katie Holmes
5431,2008-03-31,Jeopardy!,WEAPONRY,$800.00,"In the missile called a ""SAM"", it's what the ""A"" stands for",air
5431,2008-03-31,Jeopardy!,MEDICAL TALK,$800.00,"It begins, ""I swear by Apollo physician and Asclepius...""",the hippocratic oath
5431,2008-03-31,Jeopardy!,FICTIONAL CHARACTERS,$800.00,"2 names that follow Gerald, who speaks in weird sounds instead of words in a Dr. Seuss story",McBoing-Boing
5431,2008-03-31,Jeopardy!,"CROSSWORD CLUES ""F""",$800.00,"A Mrs., in Munich (4)",Frau
5431,2008-03-31,Jeopardy!,GENERAL INFORMATION,$1000.00,"The tuliptree, or ""yellow"" this, was planted by Washington at Mt. Vernon, & Daniel Boone used its wood in his canoe",poplar
5431,2008-03-31,Jeopardy!,THE MOVIES,$1000.00,"Jane Russell & Marilyn Monroe sang about being ""Two Little Girls from Little Rock"" in this 1953 movie musical",Gentlemen Prefer Blondes
5431,2008-03-31,Jeopardy!,WEAPONRY,$1000.00,"The weapons that are ""bursting"" in line 5 of ""The Star-Spangled Banner""",bombs
5431,2008-03-31,Jeopardy!,MEDICAL TALK,$1000.00,Luteinizing hormone is one of the many produced by this cherry-shaped gland,the pituitary
5431,2008-03-31,Jeopardy!,FICTIONAL CHARACTERS,$1000.00,"In a story by Rudyard Kipling, this mongoose protects an English family from snakes",Rikki-Tikki-Tavi
5431,2008-03-31,Jeopardy!,"CROSSWORD CLUES ""F""",$1000.00,It's spoken in Hameenlinna & Hyvinkaa (7),Finnish
5431,2008-03-31,Double Jeopardy!,GENERAL INFORMATION,$400.00,"This general, first in his class at West Point, ran for president in 2004",Wesley Clark
5431,2008-03-31,Double Jeopardy!,TV PRODUCERS,$400.00,"The Fairmont in this city's Nob Hill was the exterior used for Aaron Spelling's ""Hotel"" TV series",San Francisco
5431,2008-03-31,Double Jeopardy!,TOUGH BODIES OF WATER,$400.00,St. George's Channel separates Wales from this country,Ireland
5431,2008-03-31,Double Jeopardy!,"HELLO, DELI!",$400.00,"I think I'll just have a nosh--a bagel, cream cheese & the Nova Scotia type of this",lox
5431,2008-03-31,Double Jeopardy!,ALSO A BOOK IN THE BIBLE,$400.00,"Caesar, Antony, Cicero, et al.",Romans
5431,2008-03-31,Double Jeopardy!,"IS IT ""TEA"" TIME YET?",$400.00,I see in my crystal ball that Bill Hewitt wrote a book about how to read these,tea leaves
5431,2008-03-31,Double Jeopardy!,GENERAL INFORMATION,$800.00,"This ""old soldier"" was a general at age 38; in 1930 at age 50, he was Chief of Staff of the U.S. Army",MacArthur
5431,2008-03-31,Double Jeopardy!,TV PRODUCERS,$800.00,"David Chase created this HBO series & wrote many of its episodes, like ""Mr. Ruggerio's Neighborhood""",The Sopranos
5431,2008-03-31,Double Jeopardy!,TOUGH BODIES OF WATER,$800.00,Bristol Bay is an arm of this sea off Alaska,the Bering
5431,2008-03-31,Double Jeopardy!,"HELLO, DELI!",$800.00,"I'll have one of these ""city"" omelets stuffed with ham, onions & green peppers",a Denver omelette
5431,2008-03-31,Double Jeopardy!,ALSO A BOOK IN THE BIBLE,$800.00,"In a 1971 song he ""was a bullfrog""",Jeremiah
5431,2008-03-31,Double Jeopardy!,"IS IT ""TEA"" TIME YET?",$800.00,"A tea room in Cambria, California is named for this kind of teapot cover--& it sells them, too",a cozy
5431,2008-03-31,Double Jeopardy!,GENERAL INFORMATION,"$3,800.00","More than 540,000 men & women served under this general's command of the U.S. forces in the Persian Gulf War of 1991",(Norman) Schwarzkopf
5431,2008-03-31,Double Jeopardy!,TV PRODUCERS,$1200.00,"He moved from ""Melrose Place"" to the east coast for ""Central Park West"" & ""Sex & the City""",Darren Star
5431,2008-03-31,Double Jeopardy!,TOUGH BODIES OF WATER,$1200.00,"Rivers that flow into this sea include the Dnieper, Dniester & Danube",the Black Sea
